teks_asli,konversi_emoji,cleaning,case_folding,normalisasi,tokenisasi,stopword,stemming,teks_bersih,label
wah klo gitu musti jadiin fisik segera ini emas digitalnya,wah klo gitu musti jadiin fisik segera ini emas digitalnya,wah klo gitu musti jadiin fisik segera ini emas digitalnya,wah klo gitu musti jadiin fisik segera ini emas digitalnya,kagum kalau gitu musti jadiin fisik segera ini emas digitalnya,kagum | kalau | gitu | musti | jadiin | fisik | segera | ini | emas | digitalnya,kagum kalau gitu musti jadiin fisik segera emas digitalnya,kagum kalau gitu musti jadiin fisik segera emas digital,kagum kalau gitu musti jadiin fisik segera emas digital,positif
"@DarwinBangun-m4y,Emas digital sama seperti emas goibðŸ˜‚ðŸ˜‚","@DarwinBangun-m4y,Emas digital sama seperti emas goibðŸ ðŸ",DarwinBangun my Emas digital sama seperti emas goibðŸ ðŸ,darwinbangun my emas digital sama seperti emas goibðÿ ðÿ,darwinbangun my emas digital sama seperti emas goibðÿ ðÿ,darwinbangun | my | emas | digital | sama | seperti | emas | goibðÿ | ðÿ,darwinbangun emas digital sama seperti emas goibðÿ,darwinbangun emas digital sama seperti emas goib,darwinbangun emas digital sama seperti emas goib,negatif
"""Emas itu fisik, kok mau disamakan dengan coin online?ðŸ˜‚<br>Coin online juga ada yg tifu tifuðŸ˜‚""","""Emas itu fisik, kok mau disamakan dengan coin online?ðŸ <br>Coin online juga ada yg tifu tifuðŸ """,Emas itu fisik kok mau disamakan dengan coin online ðŸ Coin online juga ada yg tifu tifuðŸ,emas itu fisik kok mau disamakan dengan coin online ðÿ coin online juga ada yg tifu tifuðÿ,emas itu fisik kok mau disamakan dengan coin online ðÿ coin online juga ada yang tifu tifuðÿ,emas | itu | fisik | kok | mau | disamakan | dengan | coin | online | ðÿ | coin | online | juga | ada | yang | tifu | tifuðÿ,emas fisik kok mau disamakan coin online coin online tifu tifuðÿ,emas fisik kok mau sama coin online coin online tifu tifu,emas fisik kok mau sama coin online coin online tifu tifu,negatif
INVESTASI YANG PALING BENER ITU BERUPA ASET FISIK BUKAN DIGITAL... ðŸ‘ðŸ‘,INVESTASI YANG PALING BENER ITU BERUPA ASET FISIK BUKAN DIGITAL... ðŸ ðŸ,INVESTASI YANG PALING BENER ITU BERUPA ASET FISIK BUKAN DIGITAL ðŸ ðŸ,investasi yang paling bener itu berupa aset fisik bukan digital ðÿ ðÿ,investasi yang paling benar itu berupa aset fisik bukan digital ðÿ ðÿ,investasi | yang | paling | benar | itu | berupa | aset | fisik | bukan | digital | ðÿ | ðÿ,investasi paling benar berupa aset fisik bukan digital,investasi paling benar upa aset fisik bukan digital,investasi paling benar upa aset fisik bukan digital,negatif
"@A-ZTvChannel,Tipu tipu bisnis emas modal sertifikat....bentar lagi di indo banyak nih yang tumbang ...","@A-ZTvChannel,Tipu tipu bisnis emas modal sertifikat....bentar lagi di indo banyak nih yang tumbang ...",A ZTvChannel Tipu tipu bisnis emas modal sertifikat bentar lagi di indo banyak nih yang tumbang,a ztvchannel tipu tipu bisnis emas modal sertifikat bentar lagi di indo banyak nih yang tumbang,a ztvchannel menipu menipu bisnis emas modal sertifikat emas sebentar lagi di indo banyak nih yang tumbang,a | ztvchannel | menipu | menipu | bisnis | emas | modal | sertifikat | emas | sebentar | lagi | di | indo | banyak | nih | yang | tumbang,ztvchannel menipu menipu bisnis emas modal sertifikat emas sebentar lagi indo banyak nih tumbang,ztvchannel tipu tipu bisnis emas modal sertifikat emas sebentar lagi indo banyak nih tumbang,ztvchannel tipu tipu bisnis emas modal sertifikat emas sebentar lagi indo banyak nih tumbang,negatif
Jadi ati2 ini sama PT.PegadaianðŸ˜¢,Jadi ati2 ini sama PT.PegadaianðŸ,Jadi ati ini sama PT PegadaianðŸ,jadi ati ini sama pt pegadaianðÿ,jadi ati ini sama pt pegadaianðÿ,jadi | ati | ini | sama | pt | pegadaianðÿ,jadi ati sama pegadaianðÿ,jadi ati sama gadai,jadi ati sama gadai,negatif
Jangan beli XAUTðŸ˜…ðŸ˜…ðŸ˜… beli emas itu fisik batangan crypto tipu2 doang emas antam pegadaian 3.241.000 per gram di pegadaian XAUT berapa sungguh ngacok wkwkwkwk,Jangan beli XAUTðŸ ðŸ ðŸ beli emas itu fisik batangan crypto tipu2 doang emas antam pegadaian 3.241.000 per gram di pegadaian XAUT berapa sungguh ngacok wkwkwkwk,Jangan beli XAUTðŸ ðŸ ðŸ beli emas itu fisik batangan crypto tipu doang emas antam pegadaian 3 241 000 per gram di pegadaian XAUT berapa sungguh ngacok wkwkwkwk,jangan beli xautðÿ ðÿ ðÿ beli emas itu fisik batangan crypto tipu doang emas antam pegadaian 3 241 000 per gram di pegadaian xaut berapa sungguh ngacok wkwkwkwk,jangan membeli xautðÿ ðÿ ðÿ membeli emas itu fisik batangan crypto menipu doang emas antam pegadaian 3 241 00 per gram di pegadaian xaut berapa sungguh ngacok tertawa,jangan | membeli | xautðÿ | ðÿ | ðÿ | membeli | emas | itu | fisik | batangan | crypto | menipu | doang | emas | antam | pegadaian | 3 | 241 | 00 | per | gram | di | pegadaian | xaut | berapa | sungguh | ngacok | tertawa,jangan membeli xautðÿ membeli emas fisik batangan crypto menipu doang emas antam pegadaian 241 per gram pegadaian xaut berapa sungguh ngacok tertawa,jangan beli xaut beli emas fisik batang crypto tipu doang emas antam gadai 241 per gram gadai xaut berapa sungguh ngacok tertawa,jangan beli xaut beli emas fisik batang crypto tipu doang emas antam gadai 241 per gram gadai xaut berapa sungguh ngacok tertawa,negatif
Kabur,Kabur,Kabur,kabur,kabur,kabur,kabur,kabur,kabur,negatif
Gak ada ampun lu di cina mkn duit org sgitu byk pasti mati urusane,Gak ada ampun lu di cina mkn duit org sgitu byk pasti mati urusane,Gak ada ampun lu di cina mkn duit org sgitu byk pasti mati urusane,gak ada ampun lu di cina mkn duit org sgitu byk pasti mati urusane,tidak ada ampun kamu di cina mkn duit orang sgitu byk pasti mati urusane,tidak | ada | ampun | kamu | di | cina | mkn | duit | orang | sgitu | byk | pasti | mati | urusane,tidak ampun kamu cina mkn duit orang sgitu byk pasti mati urusane,tidak ampun kamu cina mkn duit orang sgitu byk pasti mati urusane,tidak ampun kamu cina mkn duit orang sgitu byk pasti mati urusane,negatif
Sama aja koruptnya ðŸ˜‚ðŸ˜‚ðŸ˜‚.,Sama aja koruptnya ðŸ ðŸ ðŸ .,Sama aja koruptnya ðŸ ðŸ ðŸ,sama aja koruptnya ðÿ ðÿ ðÿ,sama aja koruptnya ðÿ ðÿ ðÿ,sama | aja | koruptnya | ðÿ | ðÿ | ðÿ,sama aja koruptnya,sama aja koruptnya,sama aja koruptnya,negatif
"""Akibat kebanyakan gaya, bisnis emas tapi tidak siap modal ðŸ˜‚, CEO emas bangkrut di China ðŸ˜‚ ganti bisnis besi baja ðŸ˜‚""","""Akibat kebanyakan gaya, bisnis emas tapi tidak siap modal ðŸ , CEO emas bangkrut di China ðŸ ganti bisnis besi baja ðŸ """,Akibat kebanyakan gaya bisnis emas tapi tidak siap modal ðŸ CEO emas bangkrut di China ðŸ ganti bisnis besi baja ðŸ,akibat kebanyakan gaya bisnis emas tapi tidak siap modal ðÿ ceo emas bangkrut di china ðÿ ganti bisnis besi baja ðÿ,akibat kebanyakan gaya bisnis emas tapi tidak oke modal ðÿ ceo emas bangkrut di china ðÿ ganti bisnis besi baja ðÿ,akibat | kebanyakan | gaya | bisnis | emas | tapi | tidak | oke | modal | ðÿ | ceo | emas | bangkrut | di | china | ðÿ | ganti | bisnis | besi | baja | ðÿ,akibat kebanyakan gaya bisnis emas tapi tidak oke modal ceo emas bangkrut china ganti bisnis besi baja,akibat banyak gaya bisnis emas tapi tidak oke modal ceo emas bangkrut china ganti bisnis besi baja,akibat banyak gaya bisnis emas tapi tidak oke modal ceo emas bangkrut china ganti bisnis besi baja,negatif
"""Ayokkk warga wakanda,,,segera tarik duit emas digitalmu sblm gulung tikar senasib dg chinaðŸ˜…""","""Ayokkk warga wakanda,,,segera tarik duit emas digitalmu sblm gulung tikar senasib dg chinaðŸ """,Ayokkk warga wakanda segera tarik duit emas digitalmu sblm gulung tikar senasib dg chinaðŸ,ayokkk warga wakanda segera tarik duit emas digitalmu sblm gulung tikar senasib dg chinaðÿ,ayokk warga wakanda segera menarik duit emas digitalmu sebelum gulung tikar senasib dengan chinaðÿ,ayokk | warga | wakanda | segera | menarik | duit | emas | digitalmu | sebelum | gulung | tikar | senasib | dengan | chinaðÿ,ayokk warga wakanda segera menarik duit emas digitalmu sebelum gulung tikar senasib chinaðÿ,ayokk warga wakanda segera tarik duit emas digital belum gulung tikar nasib china,ayokk warga wakanda segera tarik duit emas digital belum gulung tikar nasib china,negatif
Bangkrut krna nasabah nya mnjual emas serentak dan narik investasi juga itu resiko ny jual beli jadi bandar logam,Bangkrut krna nasabah nya mnjual emas serentak dan narik investasi juga itu resiko ny jual beli jadi bandar logam,Bangkrut krna nasabah nya mnjual emas serentak dan narik investasi juga itu resiko ny jual beli jadi bandar logam,bangkrut krna nasabah nya mnjual emas serentak dan narik investasi juga itu resiko ny jual beli jadi bandar logam,bangkrut karena nasabah nya mnjual emas serentak dan menarik investasi juga itu resiko ny menjual membeli jadi bandar logam,bangkrut | karena | nasabah | nya | mnjual | emas | serentak | dan | menarik | investasi | juga | itu | resiko | ny | menjual | membeli | jadi | bandar | logam,bangkrut karena nasabah nya mnjual emas serentak menarik investasi resiko menjual membeli jadi bandar logam,bangkrut karena nasabah nya mnjual emas serentak tarik investasi resiko jual beli jadi bandar logam,bangkrut karena nasabah nya mnjual emas serentak tarik investasi resiko jual beli jadi bandar logam,negatif
Bntr lg konoha juga bangkrut.. ðŸ˜‚,Bntr lg konoha juga bangkrut.. ðŸ,Bntr lg konoha juga bangkrut ðŸ,bntr lg konoha juga bangkrut ðÿ,bntr lg konoha juga bangkrut ðÿ,bntr | lg | konoha | juga | bangkrut | ðÿ,bntr konoha bangkrut,bntr konoha bangkrut,bntr konoha bangkrut,negatif
"""Turut berdukacita, pasar kripto jg merah terbakar, ... Selamat buat yg TP dan serok2 BTC sekarang""","""Turut berdukacita, pasar kripto jg merah terbakar, ... Selamat buat yg TP dan serok2 BTC sekarang""",Turut berdukacita pasar kripto jg merah terbakar Selamat buat yg TP dan serok BTC sekarang,turut berdukacita pasar kripto jg merah terbakar selamat buat yg tp dan serok btc sekarang,turut berdukacita pasar kripto juga merah terbakar selamat buat yang tapi dan serok btc sekarang,turut | berdukacita | pasar | kripto | juga | merah | terbakar | selamat | buat | yang | tapi | dan | serok | btc | sekarang,turut berdukacita pasar kripto merah terbakar selamat buat tapi serok btc sekarang,turut dukacita pasar kripto merah bakar selamat buat tapi serok btc sekarang,turut dukacita pasar kripto merah bakar selamat buat tapi serok btc sekarang,positif
"""emas itu harganya gak naik, tapi uangnya yg nilainya turun (inflasi), makanya emas itu menjaga nilai harta kita dari inflasi""","""emas itu harganya gak naik, tapi uangnya yg nilainya turun (inflasi), makanya emas itu menjaga nilai harta kita dari inflasi""",emas itu harganya gak naik tapi uangnya yg nilainya turun inflasi makanya emas itu menjaga nilai harta kita dari inflasi,emas itu harganya gak naik tapi uangnya yg nilainya turun inflasi makanya emas itu menjaga nilai harta kita dari inflasi,emas itu harganya tidak naik tapi uangnya yang nilainya turun inflasi oleh karena itu emas itu menjaga nilai harta kita dari inflasi,emas | itu | harganya | tidak | naik | tapi | uangnya | yang | nilainya | turun | inflasi | oleh | karena | itu | emas | itu | menjaga | nilai | harta | kita | dari | inflasi,emas harganya tidak naik tapi uangnya nilainya turun inflasi karena emas menjaga nilai harta inflasi,emas harga tidak naik tapi uang nilai turun inflasi karena emas jaga nilai harta inflasi,emas harga tidak naik tapi uang nilai turun inflasi karena emas jaga nilai harta inflasi,positif
Duitnya ga dibeliin emas kali,Duitnya ga dibeliin emas kali,Duitnya ga dibeliin emas kali,duitnya ga dibeliin emas kali,duitnya tidak dibeliin emas kali,duitnya | tidak | dibeliin | emas | kali,duitnya tidak dibeliin emas kali,duit tidak dibeliin emas kali,duit tidak dibeliin emas kali,positif
"@TatiTati-cs9dc,Gak usah percaya inves2 digital deh","@TatiTati-cs9dc,Gak usah percaya inves2 digital deh",TatiTati csdc Gak usah percaya inves digital deh,tatitati csdc gak usah percaya inves digital deh,tatitati csdc tidak usah percaya investasi digital deh,tatitati | csdc | tidak | usah | percaya | investasi | digital | deh,tatitati csdc tidak usah percaya investasi digital deh,tatitati csdc tidak usah percaya investasi digital deh,tatitati csdc tidak usah percaya investasi digital deh,negatif
nekat emas digital tanpa stock fisik...,nekat emas digital tanpa stock fisik...,nekat emas digital tanpa stock fisik,nekat emas digital tanpa stock fisik,nekat emas digital tanpa stock fisik,nekat | emas | digital | tanpa | stock | fisik,nekat emas digital tanpa stock fisik,nekat emas digital tanpa stock fisik,nekat emas digital tanpa stock fisik,negatif
Makanya beli yg fisik asli pas turun tinggal simpan dlu aja karena emas bakal naik lagi,Makanya beli yg fisik asli pas turun tinggal simpan dlu aja karena emas bakal naik lagi,Makanya beli yg fisik asli pas turun tinggal simpan dlu aja karena emas bakal naik lagi,makanya beli yg fisik asli pas turun tinggal simpan dlu aja karena emas bakal naik lagi,oleh karena itu membeli yang fisik asli pas turun tinggal simpan dlu aja karena emas bakal naik lagi,oleh | karena | itu | membeli | yang | fisik | asli | pas | turun | tinggal | simpan | dlu | aja | karena | emas | bakal | naik | lagi,karena membeli fisik asli pas turun tinggal simpan dlu aja karena emas bakal naik lagi,karena beli fisik asli pas turun tinggal simpan dlu aja karena emas bakal naik lagi,karena beli fisik asli pas turun tinggal simpan dlu aja karena emas bakal naik lagi,positif
"@LiaWahyuni-s5s,Kasio para investor nyaðŸ˜¢","@LiaWahyuni-s5s,Kasio para investor nyaðŸ",LiaWahyuni ss Kasio para investor nyaðŸ,liawahyuni ss kasio para investor nyaðÿ,liawahyuni ss kasio para investor nyaðÿ,liawahyuni | ss | kasio | para | investor | nyaðÿ,liawahyuni kasio para investor nyaðÿ,liawahyuni kasio para investor nya,liawahyuni kasio para investor nya,positif
"""kasusnya EMAS DIGITAL, visualnya EMAS FISIK... <br><br>tvone. kwkwk""","""kasusnya EMAS DIGITAL, visualnya EMAS FISIK... <br><br>tvone. kwkwk""",kasusnya EMAS DIGITAL visualnya EMAS FISIK tvone kwkwk,kasusnya emas digital visualnya emas fisik tvone kwkwk,kasusnya emas digital visualnya emas fisik tvone kwkwk,kasusnya | emas | digital | visualnya | emas | fisik | tvone | kwkwk,kasusnya emas digital visualnya emas fisik tvone kwkwk,kasus emas digital visual emas fisik tvone kwkwk,kasus emas digital visual emas fisik tvone kwkwk,negatif
"""Fyi, banyak bgt perusahaan emas d luar sana yang emg ga menyediakan emas fisik. Tp ada juga yg menyediakan, bijaklah dalam investasi. Jangan kemakan fomo, orang dluar sana jahat2 banyak kapitalis""","""Fyi, banyak bgt perusahaan emas d luar sana yang emg ga menyediakan emas fisik. Tp ada juga yg menyediakan, bijaklah dalam investasi. Jangan kemakan fomo, orang dluar sana jahat2 banyak kapitalis""",Fyi banyak bgt perusahaan emas d luar sana yang emg ga menyediakan emas fisik Tp ada juga yg menyediakan bijaklah dalam investasi Jangan kemakan fomo orang dluar sana jahat banyak kapitalis,fyi banyak bgt perusahaan emas d luar sana yang emg ga menyediakan emas fisik tp ada juga yg menyediakan bijaklah dalam investasi jangan kemakan fomo orang dluar sana jahat banyak kapitalis,fyi banyak sangat perusahaan emas d luar sana yang memang tidak menyediakan emas fisik tapi ada juga yang menyediakan bijaklah dalam investasi jangan kemakan fomo orang dluar sana jahat banyak kapitalis,fyi | banyak | sangat | perusahaan | emas | d | luar | sana | yang | memang | tidak | menyediakan | emas | fisik | tapi | ada | juga | yang | menyediakan | bijaklah | dalam | investasi | jangan | kemakan | fomo | orang | dluar | sana | jahat | banyak | kapitalis,fyi banyak sangat perusahaan emas luar sana memang tidak menyediakan emas fisik tapi menyediakan bijaklah dalam investasi jangan kemakan fomo orang dluar sana jahat banyak kapitalis,fyi banyak sangat usaha emas luar sana memang tidak sedia emas fisik tapi sedia bijak dalam investasi jangan makan fomo orang dluar sana jahat banyak kapitalis,fyi banyak sangat usaha emas luar sana memang tidak sedia emas fisik tapi sedia bijak dalam investasi jangan makan fomo orang dluar sana jahat banyak kapitalis,positif
