Data;Label Sentimen;
"@rizkysetyawan4878,""Bang kalo nabung di usdt emas dan udah kekumpul banyak, lalu jual dibelikan emas fisik di toko emas min 50 / 100 gram, menurut lu worth it gk bang?<br><br>Kan yang paling tinggi biayanya emas digital+cetak fisik,....kalo nyicilnya di emas usdt lalu jual jadiin cash beliin emas fisik..."",";Netral;
@suryaadmaja,Nabung emas by bsi?,;Netral;
@chanelkejutan3902,Untuk apa ya sebenar dicetak...kalau saya tabur emas aja kalau sdh untung dijual aja jadi uang ..buka jadi emas ..kira2 benar gak ya... point nya kah mau nyari untung ðŸ˜€,;Netral;
@syahdillanoor709,klo emas digital nya langsung dijual tanpa harus dicetak apakah bisa?,;Netral;
@AndersonHerera-f8k,Kira kira telat gak ya klo nabung emas mulai sekarang jika dilohat dari harganya sudah sangat tinggi per grammnya,;Netral;
@LanHuong3tanil_818,ðŸ’¥ Kabar Panas! ð”¸ð•£ð•¨ð•’ð•Ÿð•’ð•¥ð• ð•¥ð•  Sedang Bagi-Bagi Kemenangan Besar!,;Netral;
@akuntansiasyik,saya cetak fisik dari pegadaian G-24 5gr kena 11.200.000 biaya cetak emas 225.500 total 11.425.500 . harga lebih rendah dari harga beli dipasaran resmi dari galeri24. kalau UBS 5gr kena 11.050.000 biaya cetak 275.500 total 11.325.500 dan harga juga lebih rendah dari harga beli dipasaran.,;Negatif;
@Bohinyess,Emas digital ga harus di cetak kan pak?jd bisa transaksi jual lgs ndk kl emas digital?tq,;Netral;
@Byhalid,Ko beli xaut di binace wallet web 3 bisa ga ya?,;Netral;
@michaell4620,Mending fisik,;Netral;
"@gemstonemaniak8804,""<a href=""""https://www.youtube.com/watch?v=3XhJ025TKrQ&amp";Netral;
@valentinoaldriansidabutar6191,Saya beli emas crypto tapi PAXG bukan XAUT<br>kurang lebih samalah,;Netral;
@bocahwringinharjo0183,Mas<br>LH,;Netral;
"@rizalnurhuda,""Kalo mau beli emas kripto, saran beli di exchange luar pakai usdt atau exchange lokal pakai idr ??"",";Netral;
"@PentesterBSSN,""ga ada FOMO di pembelian emas (mau naik mau turun)<br>klo ada yang mikir begini, kadiekan emas nya, gw beli pakai harga pegadaian (galeri 24)"",";Positif;
@IbnuSutowo-l1b,Baru kali dapat penjelasan yang sangat luar biasa mengenai tabungan emas terimakasih koko leon,;Netral;
@kopisusu-g5j,Beli 50-100 gr ???<br>Bayar pakai jembut ðŸ¤£ðŸ¤£ðŸ¤£,;Negatif;
@MiNah-i1y,Emas â¤<br>1 gram aku beli 650<br>Sekarang jutaan<br>Alhamdulilah<br>â¤,;Netral;
"@verimaolana2618,""2025 naik drastis banget, januari sampai sekarang oktober hampir 2x lipat naiknya, pada tahun 2024 ga begini"",";Positif;
@HerumirzaHerumirza,Peggang emas fisik lebih aman...saudaraku,;Netral;
@rendybengurion189,Ekonomi lagi Naik: Invest Saham/Crypto (sesuai cycle)<br>Ekonomi turun: Beli emas fisik/ cyrpto XAuT tether gold<br>That simpel,;Netral;
@putrasancangmancing844,Penjelasan yang sangat bisa di mengerti â¤,;Netral;
"@starburst99,""Gw prefer kalo emas digital kalo ga di BSI atau BRI, harusnya kecil kemungkinan berakhir kaya tamasia"",";Positif;
@AlHakanJazuli,Ko... tambahan (harga emas nya juga beda ko untuk maksimalkan cuan<br>Contoh aja per comment ini di buat 10 juta itu bisa dapat 4.2616 di treasury  sedangkan dengan uang yang sama  kita beli di pegadaian itu dapatnya hanya 4.132 gram.. ),;Positif;
@Indonesiandreamstock,Kontennya bagus komprehensif. Pas lagi nyari tau inves emas era skrng apa perkembangannya,;Positif;
"@mastah8237,""Aku waktu 2021 akhir beli emas di apk peluang waktu itu harga beli masih 880+ , waktubitu gw beli sekitar 50jt bulan 3 lalu sempat narik buat dana anak masuk sekolah pas gw tarik untung 30jt lebih klw GK salah suami ikut senang walaupun GK paham kripto , waktu itu dia saranin beli emas  yg langsung bisa dipakai gw malah beli emas lewat apk peluang,"",";Positif;
@AliaCantik-x7y,Apakah beli emas digital suatu waktu jika sudah profit atau butuh finansial mendadak apakah bisa langsung dijual dan dikasi kes di pegadaian,;Netral;
@user-sw8zt1gj9w,bang saya punya uang 2jt an beli emas fisik dimana ya?ðŸ™ðŸ¼ ke toko mas langsung atau lewat aplikasi belinya?,;Netral;
@ajipamungkas1631,Kalau dana gmn bang,;Netral;
@BudiYanto-c4b7s,Barusan beli 950 ribu emas cripto tes ombak,;Positif;
@GadgetOTW,Kalo di pluang brp ya koh spread XAUT?,;Netral;
@bang_kopral93,Mau download tether dmna ya koh,;Netral;
"@HarBal28,""Beli ETF GLD atau ETF GLDM gmn ,  paling bagus ga ?"",";Netral;
@fathurmi3148,mending cicil kartu kredit hhe. cicilan baru jalan setahun udah untung 50%. bunga cicilan udah diperhitungkan hpp.,;Netral;
@aripxiaomi149,Klo buat bisnis harian itu yg mna,;Netral;
"@arieffadill.2760,""ko kalo misal nabung emas digital engga buat di cetak, tapi langsung ke rekening, kira kira spread nya tetep sama engga ya sekitaran 15 persen?"",";Netral;
"@muhammadwibowo-rp9cr,""September 2025 baru investasi bitcoin dan eMAS meski belinya dengan dana minim, nabung eMAS lewat aplikasi Dana dan nabung bitcoin lewat aplikasi ajaib ðŸ˜…"",";Positif;
"@d-dn357,""Saya penasaran dengan pajak progresif dari emas, berhubung saat ini pemerintah gencar penarikan pajak, apalagi yang emas digital dimana sekarang ada coretax DJP dan paymend ID yang kedepannya bisa memonitoring semua keuangan digital ini. <br><br>Apakah ada yang bisa menjelaskan dari pajak progresif dari emas ?"",";Netral;
@rahayuismawati-i4l,Aku beli emas digital pegadaian malah sekarang untung dapatvnambah pulakðŸŽ‰,;Positif;
"@dwiindahlestari7365,""ko bagaimana dengan emas tahun lama dan tahun baru? tahun lama dijual beli lebih murah, lwbih baik baru atau lama jadinya"",";Netral;
"@Pupuzela,""Kalo XAUT kabarnya kurang transparan, kenapa ga PAX gold aja sama backed gold juga? Tapi lebih transparan"",";Negatif;
"@Papoy1205,""Kalo beli emas jangan sekarang, soalnya harganya lagi terbang, belinya pas ada perang aja, karna saat perang emas bakal jatuh"",";Positif;
"@JoshMayor-j3x,""The world economy is in the midst of a great depression that will leave billions of people working 9 to 5 without a job, penniless, and frustrated";Netral;
@desiyycrezz1813,Bagusan nabung emas di pegadaian digital atau treasury ya? Pemula soalnya ðŸ˜…,;Netral;
"@sa.shn87,""Jika emas fisik, jika harga turun, emas fisik tetap bisa di simpan. Sedangkan emas digital akan terakumulasi oleh flukfuasi harga up and down."",";Negatif;
"@isikepaladua,""sorry mau tanya buat yg bsa jawab boleh bgt, kl misalnya ak ambil yg emas digital terus dijual/gadainya digital jg (tnpa dbuat fisiknya), itu possible gk? dn kiranya spreadnya msh bsa kecil gk?"",";Netral;
@gundulcaper,Kalau emas lebih baik langsung beli fisiknya soalnya kalau digital macam beli di aplikasi dan di crypto bisa terpotong potong tuh harga ðŸ˜‚,;Negatif;
@Railormoney,Mending beli emas PAXG atau XAUT. emas digital per troy ons. Biaya fee nya murah bgt sekitar 0.01. Untuk diperjual belikan jangka pendek atau panjang sangat wort it..<br>Emas batangan gak bisa dijual jangka pendek. Apalagi fee nya mahal bgt..<br>Beli emas PAXG atau XAUT tiap bulan adalah investasi terbaik. Dan halal menurut gua..,;Netral;
"@staytune96,""Gua mulai Invest emas &amp";Positif;
"@heisenberghead3846,""koh, suaranya kecil banget, perlu volume full di hp sya"",";Netral;
@Lembu_Suro1309,di pintu ada aku naruh di XAUT lumayan b3rtumbuhðŸ˜…,;Positif;
"@zyaaraby3185,""Uda merasakan hasil emas beli dr 600 ribuan sblm covid 100 gr skrg harganya uda 1,8 juta naik 3 kali lipat.  Skrg mau nyoba yg digital deh"",";Positif;
@Sauqy-aoki,emas digital ya langsung jual aja kalo sudah untung gausah dicetak. tapi masalahnya kalo emasnya buat mahar pernikahan ya harus cetak hahahha,;Positif;
@andreaditiya7598,mantap,;Positif;
"@hrdn99,""buat invest beli emas batangan yg berapa gram? 25 gram apa sudah worth it? kalau merk mungkin saya mau ambil antara antam,ubs atau galeri 24.<br>mohon pencerahannya suhu"",";Netral;
"@muhammadangga797,""Aku HOLD EMAS XAUT, Tapi aku juga bikin kesalahan yaitu PAXG memiliki spred lebih rendah artinya hemat biaya jual dan beli. <br><br>Untuk jangka panjang 1-3Tahun pilih PAXG, WHY? :<br>- Spred lebih rendah (hemat biaya beli/jual) <br>- Liquiditas tinggi (garansi eksekusi baik) <br>- Resiko issuer lebih kecil (Paxos diaudit secara reguler) <br><br>Untuk Jangka Panjang (&gt";Positif;
@rizaldaniel1999,Kalau digital resminya di apk mana?,;Netral;
@ARDI-22A,Kalau ETF gold gmn koh dibandingkan yg lain?,;Netral;
"@kerjakita2609,""<a href=""""https://www.youtube.com/watch?v=3XhJ025TKrQ&amp";Netral;
"@Surya12-M,""Di mubee barusan banget sebelum gua nonton video ini, gua nyoba beli dari duit sisa transaksi, ehh ternyata bisa beli 2.000 ðŸ˜‚ðŸ˜‚"",";Netral;
"@Holdchamber17,""sebetulnya XAUT ini lebih keren dari Bitcoin, teknologinya blockchain ditambah backup asset 100% gold"",";Positif;
"@rivaldihaha,""Thank you loh ko, ilmu mahal ini"",";Positif;
@rotchild-5G,Cara beli crypto berbasis emaa gimana?,;Netral;
@PROGRESSTORY,Paling bener investasi di perusahaan yg terdaftar di babbepti seperti perusahaan kami.,;Netral;
@dikypurnomo2234,@leonhartono maaf saya pemula mau tanya kalo nabung emas lewat aplikasi dana menurut ko leon gimana aman atau tidak?,;Netral;
"@petaniaglonemalokal6012,""Invest diantam adalah bencana ekonomi. Apalagi gempuran buy back , apalagi kalau anda beli di kawan anda yg suka upload harga hari ini ðŸ˜‚"",";Negatif;
@Rikhawati3793,Wah ilmu yang luar biasa bang makasih sehat selalu bang ðŸ”¥,;Positif;
"@Mu_Ojii,""Nabung emas worth it sih, soalnya gua udh ngerasain cuan nya ðŸ˜…dr harga msh 700rban smp ps harga 1jt, gua jual,, nunggunya sih lumayan lama skitar 4-5thn,,"",";Positif;
@fatanfauzan9469,Sekarang beli emas di butik Antam dan galeri 24 harus setor ktp...kira kira nanti ada pajak tahunan nya gak ya... Soalnya data kita udah ter detek contoh saja kita punya emas 1 kg...dgn harga sekarang 1.8M pemerintah pasti tau kita pegang aset emas tsb (kalau di uangkan sekarang 1.8 M)dan sebagai seorang muslim emas itu ada Zakatnya 2.5% dgn harga sekarang zakatnya sekitar 45jt... kalau nanti masih kena pajak lagi apa malah buntung investasi kita,;Positif;
@wowokgg7280,Sok sok keluarga paling tinggi belum tau xi jin pink nium ðŸ˜‚ðŸ˜‚ðŸ˜‚ ðŸ˜ðŸ˜ðŸ˜­ðŸ˜­ðŸ˜­,;Netral;
"@reyner2034,""Bro Leon, perlu bahas juga efek masuknya mobil china dan dampak ke perusahaan manufaktur lokal di bidang manufaktur. Gua kebetulan di bidang manufaktur automotive part jadi paham betul. Brandâ€ Jepang itu sekarang betulâ€ menjadi fondasi manufaktur lokal di automotive dan mereka sangat pro local, berbeda dengan manufaktur China contoh Wuling, tidak ada satupun vendor local yang terlibat terkait part nya, mereka membawa vendor dari China , diletakan di dalam pabriknya sendiri, dan melakukan illegal importing part juga, dan bisa dipastikan tidak ada vendor local pembuat komponen yang mengerjakan untuk brand seperti Wuling. Jadi jika brandâ€ jepang ini tergerus, manufaktur local yang dimana automotive memeiliki persentase yang signifikan +- 30% akan sangat buruk. So I hope you can learn about this more.<br>Thanks ðŸ˜Š"",";Netral;
"@ciqasweet08,""Antam juga punya emas digital, Brankas LM namanya. Harga beli dibawah harga emas fisik, harga buyback di atas harga buyback emas fisik"",";Positif;
"@xyouvie,""<a href=""""https://www.youtube.com/watch?v=3XhJ025TKrQ&amp";Netral;
"@adamsaputra3189,""Cicil Emas di Bank BSI aja bro<br>margin 0,43%/Bulan = 5,16%/thn<br>Dan harga emasnya (merek Antam) lebih MURAH ketimbang di Pegadaian selisih 1,016% (1.870vs1.900)<br><br>2thn cuan lah, ga mesti nunggu 5thn"",";Positif;
"@indrathemaggot,""Emas digital pegadaian bisa dicetak jadi UBS, Antam ataupun G24. Dan dari semua itu, persentase spread terendah ada di Galeri24."",";Netral;
@stefanusasen168,Mobee aman ga ko Leon?,;Netral;
@desiikapermatasari470,Mksih ko udh bahas,;Netral;
"@bibitoigo,""Tpi ko, ada juga emas fisik merk tertentu yg bahkan official storenya tidak mau buyback, banyak alasannya, entah itu keluaran lama, kegores. Itu juga salah satu kelemahan emas fisik"",";Negatif;
@Anakgantengdarisabu,Emas utk tahan inflasi,;Positif;
"@ferdyceplok_,""Ko...kamu sudah panggil founder Floq, founder Pluang, Founder Triv. kenapa gak buat compare ke3 nya bkn utk menjatuhkan tp melihat apa kekuatan masing2 exchange tsb?<br>Spread kah, hasil tercuan kah waktu sampe di WD, friendly UI utk majority user kah..dll dll.."",";Netral;
@HMM-u8j7b,Treasury harus di usir dari Indonesia menguras rakyat,;Negatif;
"@MantanKaryawan89,""Udah beli emas di pegadaian dari 2018, dari jaman masih buku tabungan, sampe sekrang udah ada pegadaian digital."",";Positif;
"@straypunk2077,""Tetep emas dan bitcoin, tapi dengan niatan awal investasi jangka panjang, bukan naik dikit langsung jual.ðŸ˜‚"",";Positif;
@gbochannel6339,di apk Pluang Ada XAU pak,;Netral;
"@wayangunawan1217,""Di bank bri, aplikasi brimo yang bekerja sama dengan pegadaian biaya cetak emas antam 350 rb untuk yang 5 gram bang"",";Netral;
@destydwisulistyowati6917,Saya prefer Emas simpan fisik bukan digital baru yg simpen digital beli btc.. Diversifikasi jangan simpan di digital semua,;Netral;
@kamumanusia7202,Emas kripto udah 50jt aja,;Positif;
@Phylophobic,worth to mention nih Koh..tabungan emas digital bisa digadai sampai 85%(secured loan) buat modal piknik ke stock market atau kripto saat harga emas lg lemes.. mirip jurus kungfu gadai bitcoin minus resiko likuidasi ðŸ˜,;Positif;
@livazacom243,XAUt menarik,;Positif;
@sanjaya6840,Terima kasih perbandingan nya ko. Saya kemarin sempat bandingin juga. Tapi di pegadaian digital itu ada deposito emas juga. Jadi lumayan lah tambah cuan.,;Positif;
@CryptoExchange-j2c,Channel YouTube harus punya minimal 1 million follower,;Netral;
@mulkraja719,tether barusan beli emas fisik seharga 20 triliun untuk backup emas crypto nya. disimpan di brangkas bawah tanah inggris,;Positif;
@Mrsan-11,Alasan nya Andrew buka emas. Dia gk mau rugi saat krisis dan juga dari pada dia all in di resiko tinggi mending all in di emas sekalian,;Positif;
@budisetiawan4188,Bang nanya... Jika suatu saat banyak negara melakukan konsensus seperti bretonwoods lagi.... Mengumpulkan emasnya tapi di tokenisasi bukan pakai kertas seperti USD dulu...... Bitcoin bakal kalah pamor gak?,;Netral;
"@fathanannaba9769,""<a href=""""https://www.youtube.com/watch?v=3XhJ025TKrQ&amp";Netral;
@muhammadsholifudin597,terimakasih mas atas informasinya sangat sangat mantab,;Positif;
"@dserr1234-m3r,""Ko Leon, aku kan nyimpen di Binance wallet, bingung ngeluarin nya gimana karena kena gas fee ETH."",";Netral;
@vi9559,Di pluang lebih murah lagi,;Positif;
@ryanariyanto6735,Maksih bngt ko&#39;Positif;
"@aspah8572,""bang maaf melenceng mau tanya,bagusan inves crypto pake USDT apa IDR bang....maaf masih pemula.....mohon di jawab bang........"",";Netral;
@z1modemwifi,Awalnya dana buat beli rumah seken. Karena trump suka drama menyebabkan ketidakpastian ekonomi global. China sendiri secara konsisten sedang nyicil borong emas. Aku buat keputusan Anggaran beli rumah all in sdh dipindah ke emas digital pegadaian minimal sampai masa jabatan trump selesai,;Positif;
@jiyujinkun,Menurutku beli emas digital Kripto itu investasi. Beli emas fisik itu tabungan/lindung aset. Berharap RWA Gold bisa dipindahkan ke wallet dgn fee murah.,;Positif;
"@kdamzxl,""emas digital di brimo guys,udh kerja sama dengan pegadaian,trus bisa dijadikan fisik kalo kita mau,kalo belum jg dibiarin aja jd emas digital atau kalo butuh uang ya bisa ditarik lagi"",";Positif;
@andreaswijaya89ify,Kalau silver crypto yg terpercaya ada g yah?,;Netral;
@reygmgNo1,Thanks ilmunya ko,;Positif;
"@lagipergi,""Tambahan lagi Ko Leon<br>Emas fisik ada lagi jenisnya yang bisa di bilang tidak terendus pajak dan spreadnya flat hanya 5-10rb / gram. Mau 1 gram mau 1000 gram skalipun. Yakni emas Ciok / cokim / emas lokal / emas curah / emas hasil tambang. <br><br>Kalo pemain lama di emas pasti paham dengan emas jenis ini, emas ini bentuk cetaknya tidak estetik/tidak bermerk namun kadarnya 99,99%. Jual beli hanya menggunakan nota biasa bukan nota toko, namun bisa di bilang sebagian besar toko emas menjualnya lewat jalur belakang. Ini sangat menguntungkan bagi yang mau coba coba trade jangka pendek maupun jangka panjang karena spreadnya sangat rendah dan bentuknyapun fisik / bukan digital. <br>Emas digital juga ada resiko hacker dll. Perlu juga di pertimbangkan lebih bijak. Jika sudah safe deposit lebih baik tetap ke fisik. Untuk harga per gram bisa berbeda 150rb/ gram dari antham. Karena ini emas curah."",";Positif;
@kasamago,Emas buat bertahan<br>Bitcoin buat menyerang,;Positif;
@andisuswanto9861,Saya pemula punya uang 100jt saya all in buat emas fisik 80jt sisa emas digital <br>Dan mulai investasi di reksadana <br>Pemula umur 29thn semoga gak terlambat,;Positif;
@nuhalimukti1936,Di aplikasi pluang biaya cetak emasnya lebih murah ya,;Netral;
@JejakPemancing,Bandingin dong XAUT sama PAXG<br>Soalnya tether banyak isu,;Netral;
"@Niaryuniar-i9g,""Saya perempuan pkerja biasa gaji rendah, nabung di dua aset, 1.Beli emas antam sejak thun 2017 harga masih 700ribuan per gramnya terkumpul 36 gram,  untuk jangka panjang.<br>2. Beli sapi modal yg 8 juta aja di urus sama org lain hasilnya bagi 2, dari tahun 2022 hingga 2025  Alhamdulillah udah bisa jual 1 ekor anak sapi laku 22 juta200ribu, hasil saya kebagian 11juta dlm 3 tahun ini tanpa capek ngurusnya. Dan induknya pun hampir brojol lagi... tapi skrg sya udah berumah tangga kbutuhan lbih banyak dan hanya bisa  nabung paling 1 atau kadang2 2 jutaan aja. perbulan."",";Positif;
"@fianski,""Aku sempet nabung emas wkt harganya 550an, sempet punya sampe 4 gram. Eh dijual sm mantan pacar diem2 buat motor dia :))<br><br>blm pernah nabung emas lagi setelah itu, deposito aja. Lumayan passive nya dri tabungan yg dipunya udah 400ribu/bulan"",";Positif;
"@fesatower,""Mantap ko, thanks <br>Otw nyicil nabung di XAUT kalau udah kekumpul 10gr / 50gr , tarik duit beli emas beneran ke toko â¤"",";Positif;
"@panjipriambudi2671,""emas fisik aja bro, bener2 ada emasnya bukan grafik2 doang .. kalo mau yg digital pegadaian syariah digital aja karena betul2 didukung emas fisik .."",";Positif;
"@balancing-candle,""Beli saat harga naik, Jual saat harga turun,  yee haw"",";Positif;
@davehuang888,Biaya penyimpanan ga dibahas nih. Di beberapa emas digital ada biaya penyimpanan tahunan,;Netral;
@gdsantosa1103,di peluang gak ada ko?,;Netral;
@sigitwibowo13b63,Borong semua lah emas digital menghindari garong rampok bro,;Positif;
@enricoleonardo630,Keren banget ko Leon. Terimakasih ðŸ™ðŸ¼,;Positif;
@tusukgigi7345,Ko leon terbaik ðŸŽ‰ðŸŽ‰,;Positif;
"@FarisLukman-zl7iz,""Punya dua aset emas dan bitcoin..  Emas akan selalu naik di setiap tahun, dan emas akan naik drastis di saat ada konflik internasional seperti saat rusia invasi Ukrainia.  bitcoin adalah investasi yang kenaikan paling tinggi setiap tahun di antara investasi manapun.. Tpi di saat ada konflik ya seperti saham saham lainya.. Selalu turun dan market merah ðŸ˜Š.."",";Positif;
